category,canonical,string_to_replace,alias,ipa,priority
Weitere Begriffe,mika'il,mika'il,Miikaa-iil,/miːkaːʔiːl/,extended
Weitere Begriffe,mikail,mikail,Miikaa-iil,/miːkaːʔiːl/,extended
"Engel, Jenseits & Glaubenswelt",Isrāfīl,Isrāfīl,Israafiil,/israːfiːl/,extended
Weitere Begriffe,Israfil,Israfil,Israafiil,/israːfiːl/,extended
Weitere Begriffe,isrāfīl,isrāfīl,Israafiil,/israːfiːl/,extended
Weitere Begriffe,israfil,israfil,Israafiil,/israːfiːl/,extended
"Engel, Jenseits & Glaubenswelt",Mālik,Mālik,Maalik,/maːlik/,extended
Weitere Begriffe,Malik,Malik,Maalik,/maːlik/,extended
Weitere Begriffe,mālik,mālik,Maalik,/maːlik/,extended
Weitere Begriffe,malik,malik,Maalik,/maːlik/,extended
"Engel, Jenseits & Glaubenswelt",Nakīr,Nakīr,Nakiir,/nakiːr/,extended
Weitere Begriffe,Nakir,Nakir,Nakiir,/nakiːr/,extended
Weitere Begriffe,nakīr,nakīr,Nakiir,/nakiːr/,extended
Weitere Begriffe,nakir,nakir,Nakiir,/nakiːr/,extended
"Engel, Jenseits & Glaubenswelt",Ǧinn,Ǧinn,Dschinn,/d͡ʒinn/,extended
Weitere Begriffe,Jinn,Jinn,Dschinn,/d͡ʒinn/,extended
Weitere Begriffe,ǧinn,ǧinn,Dschinn,/d͡ʒinn/,extended
Weitere Begriffe,jinn,jinn,Dschinn,/d͡ʒinn/,extended
"Engel, Jenseits & Glaubenswelt",Šayṭān,Šayṭān,Schaitaan,/ʃajtˤaːn/,extended
Weitere Begriffe,Shaytan,Shaytan,Schaitaan,/ʃajtˤaːn/,extended
Weitere Begriffe,šayṭān,šayṭān,Schaitaan,/ʃajtˤaːn/,extended
Weitere Begriffe,shaytan,shaytan,Schaitaan,/ʃajtˤaːn/,extended
"Engel, Jenseits & Glaubenswelt",Šayāṭīn,Šayāṭīn,Schayaatiin,/ʃajaːtˤiːn/,extended
Weitere Begriffe,Shayatin,Shayatin,Schayaatiin,/ʃajaːtˤiːn/,extended
Weitere Begriffe,šayāṭīn,šayāṭīn,Schayaatiin,/ʃajaːtˤiːn/,extended
Weitere Begriffe,shayatin,shayatin,Schayaatiin,/ʃajaːtˤiːn/,extended
"Engel, Jenseits & Glaubenswelt",Iblīs,Iblīs,Ibliis,/ibliːs/,extended
Weitere Begriffe,Iblis,Iblis,Ibliis,/ibliːs/,extended
Weitere Begriffe,iblīs,iblīs,Ibliis,/ibliːs/,extended
Weitere Begriffe,iblis,iblis,Ibliis,/ibliːs/,extended
"Engel, Jenseits & Glaubenswelt",Dajjāl,Dajjāl,Dajjaal,/dajjaːl/,extended
Weitere Begriffe,Dajjal,Dajjal,Dajjaal,/dajjaːl/,extended
Weitere Begriffe,dajjāl,dajjāl,Dajjaal,/dajjaːl/,extended
Weitere Begriffe,dajjal,dajjal,Dajjaal,/dajjaːl/,extended
"Engel, Jenseits & Glaubenswelt",al-Masīḥ ad-Dajjāl,al-Masīḥ ad-Dajjāl,al-Masiih ad-Dajjaal,/al.masiːħ ad.dajjaːl/,extended
Weitere Begriffe,al-Masih ad-Dajjal,al-Masih ad-Dajjal,al-Masiih ad-Dajjaal,/al.masiːħ ad.dajjaːl/,extended
Weitere Begriffe,al-masīḥ ad-dajjāl,al-masīḥ ad-dajjāl,al-Masiih ad-Dajjaal,/al.masiːħ ad.dajjaːl/,extended
Weitere Begriffe,al-masih ad-dajjal,al-masih ad-dajjal,al-Masiih ad-Dajjaal,/al.masiːħ ad.dajjaːl/,extended
"Engel, Jenseits & Glaubenswelt",Mahdī,Mahdī,Mahdii,/mahdiː/,extended
Weitere Begriffe,Mahdi,Mahdi,Mahdii,/mahdiː/,extended
Weitere Begriffe,mahdī,mahdī,Mahdii,/mahdiː/,extended
Weitere Begriffe,mahdi,mahdi,Mahdii,/mahdiː/,extended
"Engel, Jenseits & Glaubenswelt",al-Mahdī,al-Mahdī,al-Mahdii,/al.mahdiː/,extended
Weitere Begriffe,al-Mahdi,al-Mahdi,al-Mahdii,/al.mahdiː/,extended
Weitere Begriffe,al-mahdī,al-mahdī,al-Mahdii,/al.mahdiː/,extended
Weitere Begriffe,al-mahdi,al-mahdi,al-Mahdii,/al.mahdiː/,extended
"Engel, Jenseits & Glaubenswelt",Ākhirah,Ākhirah,Aakhirah,/aːxirah/,extended
Weitere Begriffe,Akhirah,Akhirah,Aakhirah,/aːxirah/,extended
Weitere Begriffe,ākhirah,ākhirah,Aakhirah,/aːxirah/,extended
Weitere Begriffe,akhirah,akhirah,Aakhirah,/aːxirah/,extended
"Engel, Jenseits & Glaubenswelt",Yawm al-Qiyāmah,Yawm al-Qiyāmah,Yawm al-Qiyaamah,/jawm al.qijaːmah/,extended
Weitere Begriffe,Yawm al-Qiyamah,Yawm al-Qiyamah,Yawm al-Qiyaamah,/jawm al.qijaːmah/,extended
Weitere Begriffe,yawm al-qiyāmah,yawm al-qiyāmah,Yawm al-Qiyaamah,/jawm al.qijaːmah/,extended
Weitere Begriffe,yawm al-qiyamah,yawm al-qiyamah,Yawm al-Qiyaamah,/jawm al.qijaːmah/,extended
"Engel, Jenseits & Glaubenswelt",Qiyāmah,Qiyāmah,Qiyaamah,/qijaːmah/,extended
Weitere Begriffe,Qiyamah,Qiyamah,Qiyaamah,/qijaːmah/,extended
Weitere Begriffe,qiyāmah,qiyāmah,Qiyaamah,/qijaːmah/,extended
Weitere Begriffe,qiyamah,qiyamah,Qiyaamah,/qijaːmah/,extended
"Engel, Jenseits & Glaubenswelt",Baʿṯ,Baʿṯ,Ba-th,/baʕθ/,extended
Weitere Begriffe,Ba'th,Ba'th,Ba-th,/baʕθ/,extended
Weitere Begriffe,Bath,Bath,Ba-th,/baʕθ/,extended
Weitere Begriffe,baʿṯ,baʿṯ,Ba-th,/baʕθ/,extended
Weitere Begriffe,ba'th,ba'th,Ba-th,/baʕθ/,extended
Weitere Begriffe,bath,bath,Ba-th,/baʕθ/,extended
"Engel, Jenseits & Glaubenswelt",Nušūr,Nušūr,Nuschuur,/nuʃuːr/,extended
Weitere Begriffe,Nushur,Nushur,Nuschuur,/nuʃuːr/,extended
Weitere Begriffe,nušūr,nušūr,Nuschuur,/nuʃuːr/,extended
Weitere Begriffe,nushur,nushur,Nuschuur,/nuʃuːr/,extended
"Engel, Jenseits & Glaubenswelt",Ḥašr,Ḥašr,Haschr,/ħaʃr/,extended
Weitere Begriffe,Hashr,Hashr,Haschr,/ħaʃr/,extended
Weitere Begriffe,ḥašr,ḥašr,Haschr,/ħaʃr/,extended
Weitere Begriffe,hashr,hashr,Haschr,/ħaʃr/,extended
"Engel, Jenseits & Glaubenswelt",Mīzān,Mīzān,Miizaan,/miːzaːn/,extended
Weitere Begriffe,Mizan,Mizan,Miizaan,/miːzaːn/,extended
Weitere Begriffe,mīzān,mīzān,Miizaan,/miːzaːn/,extended
Weitere Begriffe,mizan,mizan,Miizaan,/miːzaːn/,extended
"Engel, Jenseits & Glaubenswelt",Ṣirāṭ,Ṣirāṭ,Siraat,/sˤiraːtˤ/,extended
Weitere Begriffe,Sirat,Sirat,Siraat,/sˤiraːtˤ/,extended
Weitere Begriffe,ṣirāṭ,ṣirāṭ,Siraat,/sˤiraːtˤ/,extended
Weitere Begriffe,sirat,sirat,Siraat,/sˤiraːtˤ/,extended
"Engel, Jenseits & Glaubenswelt",Ḥawḍ,Ḥawḍ,Hawd,/ħawdˤ/,extended
Weitere Begriffe,Hawd,Hawd,Hawd,/ħawdˤ/,extended
Weitere Begriffe,ḥawḍ,ḥawḍ,Hawd,/ħawdˤ/,extended
Weitere Begriffe,hawd,hawd,Hawd,/ħawdˤ/,extended
"Engel, Jenseits & Glaubenswelt",Šafāʿah,Šafāʿah,Schafaa-ah,/ʃafaːʕah/,extended
Weitere Begriffe,Shafa'ah,Shafa'ah,Schafaa-ah,/ʃafaːʕah/,extended
Weitere Begriffe,Shafaah,Shafaah,Schafaa-ah,/ʃafaːʕah/,extended
Weitere Begriffe,šafāʿah,šafāʿah,Schafaa-ah,/ʃafaːʕah/,extended
Weitere Begriffe,shafa'ah,shafa'ah,Schafaa-ah,/ʃafaːʕah/,extended
Weitere Begriffe,shafaah,shafaah,Schafaa-ah,/ʃafaːʕah/,extended
"Engel, Jenseits & Glaubenswelt",Qabr,Qabr,Qabr,/qabr/,extended
Weitere Begriffe,qabr,qabr,Qabr,/qabr/,extended
"Engel, Jenseits & Glaubenswelt",Qubūr,Qubūr,Qubuur,/qubuːr/,extended
Weitere Begriffe,Qubur,Qubur,Qubuur,/qubuːr/,extended
Weitere Begriffe,qubūr,qubūr,Qubuur,/qubuːr/,extended
Weitere Begriffe,qubur,qubur,Qubuur,/qubuːr/,extended
"Engel, Jenseits & Glaubenswelt",Barzakh,Barzakh,Barzakh,/barzax/,extended
Weitere Begriffe,barzakh,barzakh,Barzakh,/barzax/,extended
"Engel, Jenseits & Glaubenswelt",Naʿīm al-qabr,Naʿīm al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
Weitere Begriffe,Na'im al-qabr,Na'im al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
Weitere Begriffe,Naim al-qabr,Naim al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
Weitere Begriffe,naʿīm al-qabr,naʿīm al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
Weitere Begriffe,na'im al-qabr,na'im al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
Weitere Begriffe,naim al-qabr,naim al-qabr,Na-iim al-qabr,/naʕiːm al.qabr/,extended
"Engel, Jenseits & Glaubenswelt",ʿAḏāb al-qabr,ʿAḏāb al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
Weitere Begriffe,'Adhab al-qabr,'Adhab al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
Weitere Begriffe,Adhab al-qabr,Adhab al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
Weitere Begriffe,ʿaḏāb al-qabr,ʿaḏāb al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
Weitere Begriffe,'adhab al-qabr,'adhab al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
Weitere Begriffe,adhab al-qabr,adhab al-qabr,-Adhaab al-qabr,/ʕaðaːb al.qabr/,extended
"Engel, Jenseits & Glaubenswelt",Ǧannah,Ǧannah,Dschannah,/d͡ʒannah/,extended
Weitere Begriffe,Jannah,Jannah,Dschannah,/d͡ʒannah/,extended
Weitere Begriffe,ǧannah,ǧannah,Dschannah,/d͡ʒannah/,extended
Weitere Begriffe,jannah,jannah,Dschannah,/d͡ʒannah/,extended
"Engel, Jenseits & Glaubenswelt",Firdaws,Firdaws,Firdaws,/firdaws/,extended
Weitere Begriffe,firdaws,firdaws,Firdaws,/firdaws/,extended
"Engel, Jenseits & Glaubenswelt",Jahannam,Jahannam,Dschahannam,/d͡ʒahannam/,extended
Weitere Begriffe,jahannam,jahannam,Dschahannam,/d͡ʒahannam/,extended
"Engel, Jenseits & Glaubenswelt",Nār,Nār,Naar,/naːr/,extended
Weitere Begriffe,Nar,Nar,Naar,/naːr/,extended
Weitere Begriffe,nār,nār,Naar,/naːr/,extended
Weitere Begriffe,nar,nar,Naar,/naːr/,extended
"Engel, Jenseits & Glaubenswelt",ʿArš,ʿArš,-Arsch,/ʕarʃ/,extended
Weitere Begriffe,'Arsh,'Arsh,-Arsch,/ʕarʃ/,extended
Weitere Begriffe,Arsh,Arsh,-Arsch,/ʕarʃ/,extended
Weitere Begriffe,ʿarš,ʿarš,-Arsch,/ʕarʃ/,extended
Weitere Begriffe,'arsh,'arsh,-Arsch,/ʕarʃ/,extended
Weitere Begriffe,arsh,arsh,-Arsch,/ʕarʃ/,extended
"Engel, Jenseits & Glaubenswelt",Kursī,Kursī,Kursii,/kursiː/,extended
Weitere Begriffe,Kursi,Kursi,Kursii,/kursiː/,extended
Weitere Begriffe,kursī,kursī,Kursii,/kursiː/,extended
Weitere Begriffe,kursi,kursi,Kursii,/kursiː/,extended
"Engel, Jenseits & Glaubenswelt",Lawḥ al-Maḥfūẓ,Lawḥ al-Maḥfūẓ,Lawh al-Mahfuuz,/lawħ al.maħfuːðˤ/,extended
Weitere Begriffe,Lawh al-Mahfuz,Lawh al-Mahfuz,Lawh al-Mahfuuz,/lawħ al.maħfuːðˤ/,extended
Weitere Begriffe,lawḥ al-maḥfūẓ,lawḥ al-maḥfūẓ,Lawh al-Mahfuuz,/lawħ al.maħfuːðˤ/,extended
Weitere Begriffe,lawh al-mahfuz,lawh al-mahfuz,Lawh al-Mahfuuz,/lawħ al.maħfuːðˤ/,extended
"Engel, Jenseits & Glaubenswelt",Qalam,Qalam,Qalam,/qalam/,extended
Weitere Begriffe,qalam,qalam,Qalam,/qalam/,extended
"Engel, Jenseits & Glaubenswelt",Qadar,Qadar,Qadar,/qadar/,extended
Weitere Begriffe,qadar,qadar,Qadar,/qadar/,extended
"Engel, Jenseits & Glaubenswelt",Qaḍāʾ,Qaḍāʾ,Qadaa-,/qadˤaːʔ/,extended
Weitere Begriffe,Qada',Qada',Qadaa-,/qadˤaːʔ/,extended
Weitere Begriffe,Qada,Qada,Qadaa-,/qadˤaːʔ/,extended
Weitere Begriffe,qaḍāʾ,qaḍāʾ,Qadaa-,/qadˤaːʔ/,extended
Weitere Begriffe,qada',qada',Qadaa-,/qadˤaːʔ/,extended
Weitere Begriffe,qada,qada,Qadaa-,/qadˤaːʔ/,extended
"Engel, Jenseits & Glaubenswelt",Fitrah,Fitrah,Fitrah,/fitrah/,extended
Weitere Begriffe,fitrah,fitrah,Fitrah,/fitrah/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Abū Bakr,Abū Bakr,Abuu Bakr,/abuː bakr/,extended
Weitere Begriffe,Abu Bakr,Abu Bakr,Abuu Bakr,/abuː bakr/,extended
Weitere Begriffe,abū bakr,abū bakr,Abuu Bakr,/abuː bakr/,extended
Weitere Begriffe,abu bakr,abu bakr,Abuu Bakr,/abuː bakr/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Abū Bakr aṣ-Ṣiddīq,Abū Bakr aṣ-Ṣiddīq,Abuu Bakr as-Siddiiq,/abuː bakr asˤ.sˤiddiːq/,extended
Weitere Begriffe,Abu Bakr as-Siddiq,Abu Bakr as-Siddiq,Abuu Bakr as-Siddiiq,/abuː bakr asˤ.sˤiddiːq/,extended
Weitere Begriffe,abū bakr aṣ-ṣiddīq,abū bakr aṣ-ṣiddīq,Abuu Bakr as-Siddiiq,/abuː bakr asˤ.sˤiddiːq/,extended
Weitere Begriffe,abu bakr as-siddiq,abu bakr as-siddiq,Abuu Bakr as-Siddiiq,/abuː bakr asˤ.sˤiddiːq/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿUmar,ʿUmar,-Umar,/ʕumar/,extended
Weitere Begriffe,'Umar,'Umar,-Umar,/ʕumar/,extended
Weitere Begriffe,Umar,Umar,-Umar,/ʕumar/,extended
Weitere Begriffe,ʿumar,ʿumar,-Umar,/ʕumar/,extended
Weitere Begriffe,'umar,'umar,-Umar,/ʕumar/,extended
Weitere Begriffe,umar,umar,-Umar,/ʕumar/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿUmar ibn al-Khaṭṭāb,ʿUmar ibn al-Khaṭṭāb,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
Weitere Begriffe,'Umar ibn al-Khattab,'Umar ibn al-Khattab,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
Weitere Begriffe,Umar ibn al-Khattab,Umar ibn al-Khattab,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
Weitere Begriffe,ʿumar ibn al-khaṭṭāb,ʿumar ibn al-khaṭṭāb,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
Weitere Begriffe,'umar ibn al-khattab,'umar ibn al-khattab,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
Weitere Begriffe,umar ibn al-khattab,umar ibn al-khattab,-Umar ibn al-Khattaab,/ʕumar ibn al.xatˤtˤaːb/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿUṯmān,ʿUṯmān,-Uthmaan,/ʕuθmaːn/,extended
Weitere Begriffe,'Uthman,'Uthman,-Uthmaan,/ʕuθmaːn/,extended
Weitere Begriffe,Uthman,Uthman,-Uthmaan,/ʕuθmaːn/,extended
Weitere Begriffe,ʿuṯmān,ʿuṯmān,-Uthmaan,/ʕuθmaːn/,extended
Weitere Begriffe,'uthman,'uthman,-Uthmaan,/ʕuθmaːn/,extended
Weitere Begriffe,uthman,uthman,-Uthmaan,/ʕuθmaːn/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿUṯmān ibn ʿAffān,ʿUṯmān ibn ʿAffān,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
Weitere Begriffe,'Uthman ibn 'Affan,'Uthman ibn 'Affan,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
Weitere Begriffe,Uthman ibn Affan,Uthman ibn Affan,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
Weitere Begriffe,ʿuṯmān ibn ʿaffān,ʿuṯmān ibn ʿaffān,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
Weitere Begriffe,'uthman ibn 'affan,'uthman ibn 'affan,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
Weitere Begriffe,uthman ibn affan,uthman ibn affan,-Uthmaan ibn Affaan,/ʕuθmaːn ibn ʕaffaːn/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿAlī,ʿAlī,-Alii,/ʕaliː/,extended
Weitere Begriffe,'Ali,'Ali,-Alii,/ʕaliː/,extended
Weitere Begriffe,Ali,Ali,-Alii,/ʕaliː/,extended
Weitere Begriffe,ʿalī,ʿalī,-Alii,/ʕaliː/,extended
Weitere Begriffe,'ali,'ali,-Alii,/ʕaliː/,extended
Weitere Begriffe,ali,ali,-Alii,/ʕaliː/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿAlī ibn Abī Ṭālib,ʿAlī ibn Abī Ṭālib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
Weitere Begriffe,'Ali ibn Abi Talib,'Ali ibn Abi Talib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
Weitere Begriffe,Ali ibn Abi Talib,Ali ibn Abi Talib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
Weitere Begriffe,ʿalī ibn abī ṭālib,ʿalī ibn abī ṭālib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
Weitere Begriffe,'ali ibn abi talib,'ali ibn abi talib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
Weitere Begriffe,ali ibn abi talib,ali ibn abi talib,-Alii ibn Abii Taalib,/ʕaliː ibn abiː tˤaːlib/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Ṭalḥah ibn ʿUbaydillāh,Ṭalḥah ibn ʿUbaydillāh,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
Weitere Begriffe,Talhah ibn 'Ubaydillah,Talhah ibn 'Ubaydillah,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
Weitere Begriffe,Talhah ibn Ubaydillah,Talhah ibn Ubaydillah,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
Weitere Begriffe,ṭalḥah ibn ʿubaydillāh,ṭalḥah ibn ʿubaydillāh,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
Weitere Begriffe,talhah ibn 'ubaydillah,talhah ibn 'ubaydillah,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
Weitere Begriffe,talhah ibn ubaydillah,talhah ibn ubaydillah,Talhah ibn Ubaydillaah,/tˤalħah ibn ʕubajdillaːh/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",az-Zubayr ibn al-ʿAwwām,az-Zubayr ibn al-ʿAwwām,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
Weitere Begriffe,az-Zubayr ibn al-'Awwam,az-Zubayr ibn al-'Awwam,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
Weitere Begriffe,az-Zubayr ibn al-Awwam,az-Zubayr ibn al-Awwam,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
Weitere Begriffe,az-zubayr ibn al-ʿawwām,az-zubayr ibn al-ʿawwām,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
Weitere Begriffe,az-zubayr ibn al-'awwam,az-zubayr ibn al-'awwam,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
Weitere Begriffe,az-zubayr ibn al-awwam,az-zubayr ibn al-awwam,az-Zubayr ibn al-Awwaam,/az.zubajr ibn al.ʕawwaːm/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",ʿAbd ar-Raḥmān ibn ʿAwf,ʿAbd ar-Raḥmān ibn ʿAwf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
Weitere Begriffe,'Abd ar-Rahman ibn 'Awf,'Abd ar-Rahman ibn 'Awf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
Weitere Begriffe,Abd ar-Rahman ibn Awf,Abd ar-Rahman ibn Awf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
Weitere Begriffe,ʿabd ar-raḥmān ibn ʿawf,ʿabd ar-raḥmān ibn ʿawf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
Weitere Begriffe,'abd ar-rahman ibn 'awf,'abd ar-rahman ibn 'awf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
Weitere Begriffe,abd ar-rahman ibn awf,abd ar-rahman ibn awf,-Abd ar-Rahmaan ibn Awf,/ʕabd ar.raħmaːn ibn ʕawf/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Saʿd ibn Abī Waqqāṣ,Saʿd ibn Abī Waqqāṣ,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
Weitere Begriffe,Sa'd ibn Abi Waqqas,Sa'd ibn Abi Waqqas,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
Weitere Begriffe,Sad ibn Abi Waqqas,Sad ibn Abi Waqqas,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
Weitere Begriffe,saʿd ibn abī waqqāṣ,saʿd ibn abī waqqāṣ,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
Weitere Begriffe,sa'd ibn abi waqqas,sa'd ibn abi waqqas,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
Weitere Begriffe,sad ibn abi waqqas,sad ibn abi waqqas,Sa-d ibn Abii Waqqaas,/saʕd ibn abiː waqqaːsˤ/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Saʿīd ibn Zayd,Saʿīd ibn Zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
Weitere Begriffe,Sa'id ibn Zayd,Sa'id ibn Zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
Weitere Begriffe,Said ibn Zayd,Said ibn Zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
Weitere Begriffe,saʿīd ibn zayd,saʿīd ibn zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
Weitere Begriffe,sa'id ibn zayd,sa'id ibn zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
Weitere Begriffe,said ibn zayd,said ibn zayd,Sa-iid ibn Zayd,/saʕiːd ibn zajd/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Abū ʿUbaydah ibn al-Ǧarrāḥ,Abū ʿUbaydah ibn al-Ǧarrāḥ,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
Weitere Begriffe,Abu 'Ubaydah ibn al-Jarrah,Abu 'Ubaydah ibn al-Jarrah,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
Weitere Begriffe,Abu Ubaydah ibn al-Jarrah,Abu Ubaydah ibn al-Jarrah,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
Weitere Begriffe,abū ʿubaydah ibn al-ǧarrāḥ,abū ʿubaydah ibn al-ǧarrāḥ,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
Weitere Begriffe,abu 'ubaydah ibn al-jarrah,abu 'ubaydah ibn al-jarrah,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
Weitere Begriffe,abu ubaydah ibn al-jarrah,abu ubaydah ibn al-jarrah,Abuu Ubaydah ibn al-Dscharraah,/abuː ʕubajdah ibn al.d͡ʒarraːħ/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",Ḥamzah ibn ʿAbd al-Muṭṭalib,Ḥamzah ibn ʿAbd al-Muṭṭalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,Hamzah ibn 'Abd al-Muttalib,Hamzah ibn 'Abd al-Muttalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,Hamzah ibn Abd al-Muttalib,Hamzah ibn Abd al-Muttalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,ḥamzah ibn ʿabd al-muṭṭalib,ḥamzah ibn ʿabd al-muṭṭalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,hamzah ibn 'abd al-muttalib,hamzah ibn 'abd al-muttalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,hamzah ibn abd al-muttalib,hamzah ibn abd al-muttalib,Hamzah ibn Abd al-Muttalib,/ħamzah ibn ʕabd al.mutˤtˤalib/,extended
"Ṣaḥābah, Ahl al-Bayt & frühe Generationen",al-ʿAbbās ibn ʿAbd al-Muṭṭalib,al-ʿAbbās ibn ʿAbd al-Muṭṭalib,al-Abbaas ibn Abd al-Muttalib,/al.ʕabbaːs ibn ʕabd al.mutˤtˤalib/,extended
Weitere Begriffe,al-'Abbas ibn 'Abd al-Muttalib,al-'Abbas ibn 'Abd al-Muttalib,al-Abbaas ibn Abd al-Muttalib,/al.ʕabbaːs ibn ʕabd al.mutˤtˤalib/,extended
